n,switching_ratio,calls
10,0.4,11
10,0.4,16
10,0.4,19
10,0.4,17
10,0.4,12
10,0.4,11
10,0.4,13
10,0.4,10
10,0.4,10
10,0.4,11
10,0.4,13
10,0.4,12
10,0.4,14
10,0.4,14
10,0.4,12
10,0.4,18
10,0.4,12
10,0.4,16
10,0.4,16
10,0.4,15
10,0.4,17
10,0.4,14
10,0.4,17
10,0.4,16
10,0.4,18
10,0.4,11
10,0.4,11
10,0.4,12
10,0.4,13
10,0.4,11
10,0.4,15
10,0.4,12
10,0.4,15
10,0.4,13
10,0.4,16
10,0.4,13
10,0.4,13
10,0.4,11
10,0.4,14
10,0.4,12
10,0.4,9
10,0.4,12
10,0.4,19
10,0.4,14
10,0.4,11
10,0.4,15
10,0.4,12
10,0.4,14
10,0.4,12
10,0.4,13
10,0.4,14
10,0.4,19
10,0.4,16
10,0.4,18
10,0.4,11
10,0.4,11
10,0.4,13
10,0.4,12
10,0.4,13
10,0.4,15
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,14
10,0.4,12
10,0.4,15
10,0.4,11
10,0.4,20
10,0.4,13
10,0.4,9
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,13
10,0.4,10
10,0.4,17
10,0.4,12
10,0.4,16
10,0.4,12
10,0.4,16
10,0.4,15
10,0.4,15
10,0.4,11
10,0.4,12
10,0.4,11
10,0.4,17
10,0.4,14
10,0.4,11
10,0.4,13
10,0.4,12
10,0.4,15
10,0.4,14
10,0.4,13
10,0.4,17
10,0.4,16
10,0.4,10
10,0.4,15
10,0.4,14
10,0.4,11
10,0.4,14
10,0.4,12
10,0.4,13
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,12
10,0.4,14
10,0.4,21
10,0.4,11
10,0.4,18
10,0.4,12
10,0.4,15
10,0.4,16
10,0.4,18
10,0.4,13
10,0.4,11
10,0.4,12
10,0.4,11
10,0.4,13
10,0.4,10
10,0.4,15
10,0.4,10
10,0.4,10
10,0.4,16
10,0.4,11
10,0.4,12
10,0.4,14
10,0.4,15
10,0.4,14
10,0.4,11
10,0.4,15
10,0.4,10
10,0.4,14
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,16
10,0.4,13
10,0.4,10
10,0.4,13
10,0.4,10
10,0.4,14
10,0.4,11
10,0.4,15
10,0.4,13
10,0.4,13
10,0.4,15
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,16
10,0.4,15
10,0.4,11
10,0.4,13
10,0.4,13
10,0.4,13
10,0.4,14
10,0.4,20
10,0.4,15
10,0.4,15
10,0.4,13
10,0.4,16
10,0.4,14
10,0.4,11
10,0.4,13
10,0.4,11
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,13
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,13
10,0.4,16
10,0.4,12
10,0.4,10
10,0.4,17
10,0.4,13
10,0.4,17
10,0.4,13
10,0.4,17
10,0.4,14
10,0.4,14
10,0.4,17
10,0.4,16
10,0.4,14
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,11
10,0.4,13
10,0.4,17
10,0.4,11
10,0.4,16
10,0.4,10
10,0.4,15
10,0.4,11
10,0.4,13
10,0.4,19
10,0.4,13
10,0.4,15
10,0.4,19
10,0.4,13
10,0.4,19
10,0.4,14
10,0.4,19
10,0.4,16
10,0.4,13
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,11
10,0.4,11
10,0.4,10
10,0.4,15
10,0.4,15
10,0.4,14
10,0.4,14
10,0.4,14
10,0.4,14
10,0.4,16
10,0.4,12
10,0.4,15
10,0.4,13
10,0.4,14
10,0.4,15
10,0.4,13
10,0.4,24
10,0.4,16
10,0.4,13
10,0.4,12
10,0.4,14
10,0.4,12
10,0.4,17
10,0.4,14
10,0.4,11
10,0.4,13
10,0.4,13
10,0.4,14
10,0.4,12
10,0.4,13
10,0.4,11
10,0.4,15
10,0.4,18
10,0.4,14
10,0.4,14
10,0.4,16
10,0.4,17
10,0.4,12
10,0.4,13
10,0.4,17
10,0.4,12
10,0.4,14
10,0.4,17
10,0.4,14
10,0.4,11
10,0.4,14
10,0.4,16
10,0.4,16
10,0.4,14
10,0.4,12
10,0.4,20
10,0.4,10
10,0.4,11
10,0.4,12
10,0.4,15
10,0.4,11
10,0.4,19
10,0.4,11
10,0.4,13
10,0.4,10
10,0.4,15
10,0.4,15
10,0.4,16
10,0.4,12
10,0.4,19
10,0.4,12
10,0.4,10
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,14
10,0.4,16
10,0.4,12
10,0.4,10
10,0.4,15
10,0.4,15
10,0.4,18
10,0.4,14
10,0.4,13
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,12
10,0.4,20
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,11
10,0.4,11
10,0.4,13
10,0.4,11
10,0.4,14
10,0.4,18
10,0.4,12
10,0.4,17
10,0.4,14
10,0.4,13
10,0.4,14
10,0.4,19
10,0.4,12
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,13
10,0.4,13
10,0.4,12
10,0.4,18
10,0.4,18
10,0.4,16
10,0.4,15
10,0.4,16
10,0.4,16
10,0.4,16
10,0.4,12
10,0.4,14
10,0.4,12
10,0.4,14
10,0.4,16
10,0.4,13
10,0.4,15
10,0.4,14
10,0.4,13
10,0.4,15
10,0.4,13
10,0.4,13
10,0.4,11
10,0.4,14
10,0.4,11
10,0.4,17
10,0.4,13
10,0.4,12
10,0.4,12
10,0.4,14
10,0.4,14
10,0.4,15
10,0.4,12
10,0.4,10
10,0.4,14
10,0.4,16
10,0.4,19
10,0.4,12
10,0.4,10
10,0.4,13
10,0.4,11
10,0.4,16
10,0.4,15
10,0.4,16
10,0.4,11
10,0.4,12
10,0.4,18
10,0.4,12
10,0.4,13
10,0.4,13
10,0.4,14
10,0.4,15
10,0.4,15
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,15
10,0.4,12
10,0.4,13
10,0.4,12
10,0.4,19
10,0.4,17
10,0.4,16
10,0.4,14
10,0.4,12
10,0.4,13
10,0.4,14
10,0.4,19
10,0.4,17
10,0.4,16
10,0.4,19
10,0.4,14
10,0.4,22
10,0.4,11
10,0.4,10
10,0.4,13
10,0.4,11
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,16
10,0.4,16
10,0.4,14
10,0.4,18
10,0.4,11
10,0.4,11
10,0.4,10
10,0.4,13
10,0.4,16
10,0.4,11
10,0.4,15
10,0.4,10
10,0.4,13
10,0.4,10
10,0.4,11
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,15
10,0.4,17
10,0.4,16
10,0.4,14
10,0.4,17
10,0.4,12
10,0.4,12
10,0.4,14
10,0.4,11
10,0.4,11
10,0.4,17
10,0.4,10
10,0.4,12
10,0.4,19
10,0.4,11
10,0.4,14
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,15
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,12
10,0.4,15
10,0.4,15
10,0.4,13
10,0.4,10
10,0.4,15
10,0.4,13
10,0.4,13
10,0.4,13
10,0.4,10
10,0.4,11
10,0.4,16
10,0.4,21
10,0.4,14
10,0.4,11
10,0.4,15
10,0.4,15
10,0.4,14
10,0.4,20
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,16
10,0.4,19
10,0.4,16
10,0.4,16
10,0.4,21
10,0.4,14
10,0.4,12
10,0.4,14
10,0.4,15
10,0.4,17
10,0.4,11
10,0.4,15
10,0.4,10
10,0.4,12
10,0.4,10
10,0.4,15
10,0.4,15
10,0.4,11
10,0.4,16
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,10
10,0.4,13
10,0.4,13
10,0.4,13
10,0.4,12
10,0.4,13
10,0.4,10
10,0.4,11
10,0.4,15
10,0.4,14
10,0.4,11
10,0.4,17
10,0.4,11
10,0.4,10
10,0.4,13
10,0.4,12
10,0.4,15
10,0.4,13
10,0.4,16
10,0.4,11
10,0.4,14
10,0.4,14
10,0.4,13
10,0.4,14
10,0.4,17
10,0.4,11
10,0.4,19
10,0.4,11
10,0.4,17
10,0.4,14
10,0.4,13
10,0.4,15
10,0.4,15
10,0.4,20
10,0.4,12
10,0.4,13
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,16
10,0.4,12
10,0.4,19
10,0.4,12
10,0.4,11
10,0.4,11
10,0.4,11
10,0.4,12
10,0.4,12
10,0.4,11
10,0.4,13
10,0.4,11
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,12
10,0.4,14
10,0.4,10
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,10
10,0.4,15
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,18
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,12
10,0.4,17
10,0.4,15
10,0.4,17
10,0.4,14
10,0.4,14
10,0.4,13
10,0.4,13
10,0.4,13
10,0.4,14
10,0.4,13
10,0.4,11
10,0.4,14
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,14
10,0.4,12
10,0.4,13
10,0.4,19
10,0.4,14
10,0.4,12
10,0.4,13
10,0.4,17
10,0.4,14
10,0.4,13
10,0.4,12
10,0.4,14
10,0.4,14
10,0.4,17
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,15
10,0.4,14
10,0.4,12
10,0.4,14
10,0.4,17
10,0.4,11
10,0.4,13
10,0.4,13
10,0.4,19
10,0.4,13
10,0.4,12
10,0.4,13
10,0.4,15
10,0.4,13
10,0.4,12
10,0.4,18
10,0.4,13
10,0.4,13
10,0.4,14
10,0.4,13
10,0.4,13
10,0.4,19
10,0.4,15
10,0.4,11
10,0.4,12
10,0.4,11
10,0.4,17
10,0.4,15
10,0.4,13
10,0.4,12
10,0.4,15
10,0.4,14
10,0.4,13
10,0.4,19
10,0.4,13
10,0.4,16
10,0.4,12
10,0.4,15
10,0.4,13
10,0.4,16
10,0.4,10
10,0.4,14
10,0.4,14
10,0.4,14
10,0.4,16
10,0.4,20
10,0.4,12
10,0.4,10
10,0.4,14
10,0.4,11
10,0.4,17
10,0.4,13
10,0.4,14
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,11
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,11
10,0.4,12
10,0.4,9
10,0.4,11
10,0.4,19
10,0.4,13
10,0.4,16
10,0.4,13
10,0.4,16
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,22
10,0.4,15
10,0.4,18
10,0.4,14
10,0.4,13
10,0.4,14
10,0.4,28
10,0.4,10
10,0.4,20
10,0.4,12
10,0.4,18
10,0.4,16
10,0.4,11
10,0.4,14
10,0.4,13
10,0.4,16
10,0.4,14
10,0.4,13
10,0.4,16
10,0.4,14
10,0.4,20
10,0.4,15
10,0.4,14
10,0.4,18
10,0.4,16
10,0.4,14
10,0.4,13
10,0.4,14
10,0.4,18
10,0.4,11
10,0.4,12
10,0.4,13
10,0.4,12
10,0.4,15
10,0.4,12
10,0.4,19
10,0.4,14
10,0.4,11
10,0.4,11
10,0.4,11
10,0.4,12
10,0.4,14
10,0.4,16
10,0.4,12
10,0.4,15
10,0.4,12
10,0.4,19
10,0.4,18
10,0.4,16
10,0.4,13
10,0.4,14
10,0.4,14
10,0.4,11
10,0.4,16
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,13
10,0.4,11
10,0.4,11
10,0.4,14
10,0.4,13
10,0.4,25
10,0.4,11
10,0.4,16
10,0.4,16
10,0.4,16
10,0.4,12
10,0.4,11
10,0.4,13
10,0.4,16
10,0.4,18
10,0.4,14
10,0.4,18
10,0.4,11
10,0.4,15
10,0.4,11
10,0.4,11
10,0.4,17
10,0.4,13
10,0.4,12
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,18
10,0.4,12
10,0.4,14
10,0.4,11
10,0.4,15
10,0.4,18
10,0.4,24
10,0.4,14
10,0.4,21
10,0.4,13
10,0.4,12
10,0.4,17
10,0.4,17
10,0.4,17
10,0.4,12
10,0.4,11
10,0.4,15
10,0.4,14
10,0.4,17
10,0.4,11
10,0.4,16
10,0.4,16
10,0.4,15
10,0.4,15
10,0.4,11
10,0.4,13
10,0.4,15
10,0.4,15
10,0.4,16
10,0.4,16
10,0.4,15
10,0.4,12
10,0.4,18
10,0.4,14
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,10
10,0.4,16
10,0.4,16
10,0.4,12
10,0.4,12
10,0.4,10
10,0.4,12
10,0.4,15
10,0.4,15
10,0.4,13
10,0.4,11
10,0.4,12
10,0.4,13
10,0.4,17
10,0.4,12
10,0.4,13
10,0.4,17
10,0.4,12
10,0.4,12
10,0.4,15
10,0.4,13
10,0.4,15
10,0.4,12
10,0.4,15
10,0.4,11
10,0.4,18
10,0.4,14
10,0.4,12
10,0.4,13
10,0.4,13
10,0.4,19
10,0.4,16
10,0.4,13
10,0.4,20
10,0.4,14
10,0.4,11
10,0.4,16
10,0.4,11
10,0.4,11
10,0.4,10
10,0.4,11
10,0.4,13
10,0.4,14
10,0.4,14
10,0.4,14
10,0.4,11
10,0.4,14
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,12
10,0.4,17
10,0.4,16
10,0.4,18
10,0.4,14
10,0.4,13
10,0.4,10
10,0.4,14
10,0.4,11
10,0.4,15
10,0.4,11
10,0.4,12
10,0.4,13
10,0.4,11
10,0.4,11
10,0.4,13
10,0.4,13
10,0.4,11
10,0.4,15
10,0.4,10
10,0.4,15
10,0.4,15
10,0.4,15
10,0.4,11
10,0.4,15
10,0.4,11
10,0.4,16
10,0.4,15
10,0.4,13
10,0.4,12
10,0.4,10
10,0.4,15
10,0.4,12
10,0.4,17
10,0.4,13
10,0.4,18
10,0.4,13
10,0.4,10
10,0.4,15
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,13
10,0.4,16
10,0.4,13
10,0.4,15
10,0.4,15
10,0.4,15
10,0.4,13
10,0.4,12
10,0.4,11
10,0.4,16
10,0.4,18
10,0.4,18
10,0.4,14
10,0.4,11
10,0.4,16
10,0.4,15
10,0.4,13
10,0.4,19
10,0.4,11
10,0.4,13
10,0.4,14
10,0.4,15
10,0.4,13
10,0.4,12
10,0.4,14
10,0.4,11
10,0.4,14
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,16
10,0.4,14
10,0.4,11
10,0.4,11
10,0.4,12
10,0.4,16
10,0.4,18
10,0.4,15
10,0.4,15
10,0.4,13
10,0.4,16
10,0.4,15
10,0.4,16
10,0.4,11
10,0.4,11
10,0.4,16
10,0.4,14
10,0.4,13
10,0.4,12
10,0.4,11
10,0.4,13
10,0.4,13
10,0.4,10
10,0.4,14
10,0.4,17
10,0.4,13
10,0.4,16
10,0.4,19
10,0.4,19
10,0.4,21
10,0.4,14
10,0.4,10
10,0.4,11
10,0.4,10
10,0.4,15
10,0.4,14
10,0.4,14
10,0.4,15
10,0.4,11
10,0.4,14
10,0.4,12
10,0.4,11
10,0.4,11
10,0.4,12
10,0.4,13
10,0.4,11
10,0.4,13
10,0.4,17
10,0.4,12
10,0.4,15
10,0.4,14
10,0.4,15
10,0.4,13
10,0.4,16
10,0.4,14
10,0.4,10
10,0.4,11
10,0.4,12
10,0.4,11
10,0.4,13
10,0.4,13
10,0.4,14
10,0.4,13
10,0.4,11
10,0.4,14
10,0.4,13
10,0.4,16
10,0.4,12
10,0.4,11
10,0.4,17
10,0.4,14
10,0.4,12
10,0.4,14
10,0.4,12
10,0.4,13
10,0.4,10
10,0.4,16
10,0.4,16
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,19
10,0.4,14
10,0.4,12
10,0.4,17
10,0.4,11
10,0.4,14
10,0.4,11
10,0.4,11
10,0.4,11
10,0.4,15
10,0.4,13
10,0.4,10
10,0.4,10
10,0.4,17
10,0.4,13
10,0.4,17
10,0.4,16
10,0.4,21
10,0.4,10
10,0.4,15
10,0.4,18
10,0.4,12
10,0.4,13
10,0.4,19
10,0.4,11
10,0.4,12
10,0.4,16
10,0.4,15
10,0.4,13
10,0.4,11
10,0.4,21
10,0.4,15
10,0.4,15
10,0.4,13
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,14
10,0.4,16
10,0.4,11
10,0.4,10
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,14
10,0.4,10
10,0.4,13
10,0.4,13
10,0.4,21
10,0.4,13
10,0.4,16
10,0.4,13
10,0.4,11
10,0.4,12
10,0.4,15
10,0.4,11
10,0.4,12
10,0.4,13
10,0.4,14
10,0.4,17
10,0.4,11
10,0.4,11
10,0.4,11
10,0.4,13
10,0.4,15
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,11
10,0.4,10
10,0.4,15
10,0.4,10
10,0.4,11
10,0.4,11
10,0.4,13
10,0.4,12
10,0.4,15
10,0.4,15
10,0.4,12
10,0.4,14
10,0.4,18
10,0.4,11
10,0.4,18
10,0.4,16
10,0.4,14
10,0.4,12
10,0.4,17
10,0.4,12
10,0.4,10
10,0.4,16
10,0.4,13
10,0.4,12
10,0.4,11
10,0.4,16
10,0.4,15
10,0.4,13
10,0.4,16
10,0.4,12
10,0.4,9
10,0.4,14
10,0.4,13
10,0.4,12
10,0.4,15
10,0.4,11
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,11
10,0.4,15
10,0.4,16
10,0.4,13
10,0.4,15
10,0.4,14
10,0.4,15
10,0.4,12
10,0.4,13
10,0.4,15
10,0.4,14
10,0.4,11
10,0.4,14
10,0.4,13
10,0.4,18
10,0.4,17
10,0.4,14
10,0.4,10
10,0.4,14
10,0.4,10
10,0.4,14
10,0.4,11
10,0.4,12
10,0.4,15
10,0.4,16
10,0.4,11
10,0.4,15
10,0.4,11
10,0.4,11
10,0.4,11
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,19
10,0.4,10
10,0.4,16
10,0.4,12
10,0.4,12
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,13
10,0.4,16
10,0.4,13
10,0.4,15
10,0.4,13
10,0.4,19
10,0.4,14
10,0.4,19
10,0.4,15
10,0.4,10
10,0.4,15
10,0.4,15
10,0.4,11
10,0.4,15
10,0.4,15
10,0.4,11
10,0.4,13
10,0.4,12
10,0.4,14
10,0.4,18
10,0.4,13
10,0.4,16
10,0.4,11
10,0.4,15
10,0.4,11
10,0.4,10
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,14
10,0.4,17
10,0.4,20
10,0.4,12
10,0.4,12
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,16
10,0.4,11
10,0.4,13
10,0.4,11
10,0.4,19
10,0.4,12
10,0.4,11
10,0.4,13
10,0.4,13
10,0.4,12
10,0.4,16
10,0.4,12
10,0.4,14
10,0.4,17
10,0.4,11
10,0.4,11
10,0.4,14
10,0.4,13
10,0.4,16
10,0.4,12
10,0.4,12
10,0.4,14
10,0.4,17
10,0.4,11
10,0.4,9
10,0.4,13
10,0.4,13
10,0.4,14
10,0.4,13
10,0.4,15
10,0.4,21
10,0.4,12
10,0.4,14
10,0.4,15
10,0.4,12
10,0.4,11
10,0.4,18
10,0.4,13
10,0.4,13
10,0.4,18
10,0.4,12
10,0.4,14
10,0.4,12
10,0.4,13
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,14
10,0.4,21
10,0.4,13
10,0.4,17
10,0.4,14
10,0.4,19
10,0.4,11
10,0.4,14
10,0.4,12
10,0.4,10
10,0.4,11
10,0.4,15
10,0.4,12
10,0.4,16
10,0.4,14
10,0.4,16
10,0.4,11
10,0.4,13
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,15
10,0.4,13
10,0.4,14
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,12
10,0.4,11
10,0.4,11
10,0.4,17
10,0.4,13
10,0.4,16
10,0.4,13
10,0.4,13
10,0.4,13
10,0.4,15
10,0.4,10
10,0.4,14
10,0.4,14
10,0.4,15
10,0.4,15
10,0.4,13
10,0.4,14
10,0.4,14
10,0.4,15
10,0.4,14
10,0.4,14
10,0.4,11
10,0.4,12
10,0.4,16
10,0.4,11
10,0.4,14
10,0.4,12
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,11
10,0.4,15
10,0.4,16
10,0.4,10
10,0.4,19
10,0.4,16
10,0.4,14
10,0.4,10
10,0.4,17
10,0.4,11
10,0.4,13
10,0.4,16
10,0.4,14
10,0.4,11
10,0.4,12
10,0.4,13
10,0.4,15
10,0.4,17
10,0.4,11
10,0.4,13
10,0.4,14
10,0.4,13
10,0.4,19
10,0.4,14
10,0.4,10
10,0.4,10
10,0.4,21
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,11
10,0.4,18
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,12
10,0.4,17
10,0.4,15
10,0.4,18
10,0.4,16
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,11
10,0.4,16
10,0.4,10
10,0.4,11
10,0.4,14
10,0.4,11
10,0.4,12
10,0.4,14
10,0.4,14
10,0.4,14
10,0.4,11
10,0.4,11
10,0.4,13
10,0.4,14
10,0.4,14
10,0.4,12
10,0.4,12
10,0.4,16
10,0.4,12
10,0.4,14
10,0.4,11
10,0.4,23
10,0.4,13
10,0.4,11
10,0.4,14
10,0.4,19
10,0.4,15
10,0.4,14
10,0.4,14
10,0.4,12
10,0.4,12
10,0.4,17
10,0.4,13
10,0.4,12
10,0.4,10
10,0.4,15
10,0.4,10
10,0.4,13
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,18
10,0.4,16
10,0.4,11
10,0.4,12
10,0.4,18
10,0.4,12
10,0.4,10
10,0.4,12
10,0.4,13
10,0.4,13
10,0.4,11
10,0.4,17
10,0.4,10
10,0.4,12
10,0.4,13
10,0.4,13
10,0.4,11
10,0.4,14
10,0.4,14
10,0.4,11
10,0.4,13
10,0.4,12
10,0.4,14
10,0.4,12
10,0.4,13
10,0.4,16
10,0.4,12
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,13
10,0.4,14
10,0.4,14
10,0.4,14
10,0.4,15
10,0.4,11
10,0.4,17
10,0.4,18
10,0.4,16
10,0.4,13
10,0.4,13
10,0.4,15
10,0.4,14
10,0.4,10
10,0.4,14
10,0.4,12
10,0.4,13
10,0.4,14
10,0.4,13
10,0.4,10
10,0.4,18
10,0.4,14
10,0.4,19
10,0.4,11
10,0.4,11
10,0.4,12
10,0.4,15
10,0.4,17
10,0.4,21
10,0.4,14
10,0.4,16
10,0.4,13
10,0.4,13
10,0.4,12
10,0.4,13
10,0.4,12
10,0.4,11
10,0.4,16
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,16
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,12
10,0.4,15
10,0.4,10
10,0.4,12
10,0.4,14
10,0.4,11
10,0.4,13
10,0.4,14
10,0.4,14
10,0.4,13
10,0.4,11
10,0.4,15
10,0.4,12
10,0.4,11
10,0.4,17
10,0.4,17
10,0.4,12
10,0.4,14
10,0.4,15
10,0.4,14
10,0.4,14
10,0.4,15
10,0.4,14
10,0.4,11
10,0.4,12
10,0.4,13
10,0.4,14
10,0.4,13
10,0.4,15
10,0.4,20
10,0.4,11
10,0.4,11
10,0.4,12
10,0.4,13
10,0.4,17
10,0.4,14
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,14
10,0.4,12
10,0.4,10
10,0.4,13
10,0.4,18
10,0.4,11
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,13
10,0.4,15
10,0.4,15
10,0.4,11
10,0.4,10
10,0.4,17
10,0.4,13
10,0.4,12
10,0.4,14
10,0.4,18
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,14
10,0.4,10
10,0.4,11
10,0.4,11
10,0.4,16
10,0.4,12
10,0.4,13
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,16
10,0.4,10
10,0.4,13
10,0.4,13
10,0.4,16
10,0.4,20
10,0.4,17
10,0.4,14
10,0.4,14
10,0.4,11
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,14
10,0.4,16
10,0.4,13
10,0.4,11
10,0.4,10
10,0.4,13
10,0.4,17
10,0.4,10
10,0.4,14
10,0.4,13
10,0.4,12
10,0.4,21
10,0.4,12
10,0.4,16
10,0.4,13
10,0.4,17
10,0.4,13
10,0.4,12
10,0.4,13
10,0.4,19
10,0.4,15
10,0.4,10
10,0.4,13
10,0.4,12
10,0.4,14
10,0.4,12
10,0.4,11
10,0.4,13
10,0.4,11
10,0.4,18
10,0.4,11
10,0.4,10
10,0.4,13
10,0.4,16
10,0.4,11
10,0.4,10
10,0.4,12
10,0.4,17
10,0.4,11
10,0.4,13
10,0.4,15
10,0.4,13
10,0.4,11
10,0.4,16
10,0.4,12
10,0.4,25
10,0.4,11
10,0.4,13
10,0.4,12
10,0.4,11
10,0.4,14
10,0.4,16
10,0.4,11
10,0.4,12
10,0.4,12
10,0.4,12
10,0.4,13
10,0.4,16
10,0.4,19
10,0.4,11
10,0.4,11
10,0.4,11
10,0.4,15
10,0.4,12
10,0.4,11
10,0.4,11
10,0.4,13
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,16
10,0.4,12
10,0.4,14
10,0.4,13
10,0.4,10
10,0.4,17
10,0.4,19
10,0.4,17
10,0.4,16
10,0.4,12
10,0.4,14
10,0.4,12
10,0.4,10
10,0.4,24
10,0.4,12
10,0.4,11
10,0.4,13
10,0.4,11
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,13
10,0.4,14
10,0.4,11
10,0.4,14
10,0.4,15
10,0.4,11
10,0.4,13
10,0.4,11
10,0.4,11
10,0.4,13
10,0.4,11
10,0.4,19
10,0.4,11
10,0.4,13
10,0.4,18
10,0.4,10
10,0.4,10
10,0.4,15
10,0.4,12
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,14
10,0.4,17
10,0.4,26
10,0.4,10
10,0.4,11
10,0.4,18
10,0.4,13
10,0.4,16
10,0.4,15
10,0.4,11
10,0.4,13
10,0.4,14
10,0.4,13
10,0.4,11
10,0.4,22
10,0.4,13
10,0.4,15
10,0.4,12
10,0.4,15
10,0.4,13
10,0.4,17
10,0.4,13
10,0.4,12
10,0.4,12
10,0.4,14
10,0.4,16
10,0.4,12
10,0.4,14
10,0.4,17
10,0.4,10
10,0.4,16
10,0.4,19
10,0.4,11
10,0.4,13
10,0.4,13
10,0.4,12
10,0.4,16
10,0.4,13
10,0.4,14
10,0.4,15
10,0.4,16
10,0.4,16
10,0.4,17
10,0.4,13
10,0.4,10
10,0.4,13
10,0.4,17
10,0.4,22
10,0.4,13
10,0.4,17
10,0.4,11
10,0.4,13
10,0.4,10
10,0.4,12
10,0.4,13
10,0.4,11
10,0.4,12
10,0.4,11
10,0.4,12
10,0.4,15
10,0.4,17
10,0.4,15
10,0.4,11
10,0.4,11
10,0.4,14
10,0.4,11
10,0.4,20
10,0.4,13
10,0.4,14
10,0.4,14
10,0.4,12
10,0.4,18
10,0.4,11
10,0.4,11
10,0.4,11
10,0.4,12
10,0.4,16
10,0.4,15
10,0.4,12
10,0.4,10
10,0.4,12
10,0.4,13
10,0.4,15
10,0.4,13
10,0.4,17
10,0.4,12
10,0.4,11
